document_id,clean_text,sentiment
575,good morning america,Positive
576,written sister law powerful timely read please take time today share widely teaching black son truth history via,Positive
577,happy puerto ricans beautiful come shade shape size,Positive
578,year ago today lost life result hate crime simply racist murderer doubly convicted let clear true justice mean ahmaud would still,Negative
579,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
580,uh reminder stand indigenous people proud member community,Positive
581,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
582,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
583,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
584,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
585,want change,Neutral
586,always excuse wht nationalist even antifa,Negative
587,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
588,clean street illegal,Negative
589,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
590,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
591,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
592,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
593,let clear ahmaud arbery still must end systemic racism filter nation weak gun law result black american disproportionately shot killed,Negative
594,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
595,police violence know problem scientific solution act dear one lt,Neutral
596,white freedom convoy sucking energy black history month speaks shitty society equality remains fallacy,Negative
597,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
598,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
599,difference culture amp color via,Neutral
600,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
601,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
602,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
603,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
604,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
605,reminder,Neutral
606,astounding charcoal drawing come courtesy austin onah conceptual pencil artist currently open commission interested would like see follow,Positive
607,happy birthday dear nurse sending sisterhood love solidarity amp appreciation thanks much leading risk,Positive
608,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
609,happy birthday dear nurse sending sisterhood love solidarity amp appreciation thanks much leading risk,Positive
610,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
611,faith without work equal death visit website like subscribe share,Neutral
612,faith without work equal death visit website like subscribe share,Neutral
613,happy birthday dear nurse sending sisterhood love solidarity amp appreciation thanks much leading risk,Positive
614,happy birthday dear nurse sending sisterhood love solidarity amp appreciation thanks much leading risk,Positive
615,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
616,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
617,reinforces erasure history surety priority white supremacy returned people looking,Neutral
618,good morning grand rising happy wednesday amp make great one stay safe,Positive
619,two year ahmaud arbery,Neutral
620,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
621,pink shirt day anti bullying form need workplace community school safe supportive welcoming inclusive people,Positive
622,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
623,kenneth washington american professional football player first african american sign contract national football league nfl team modern post world war ii era,Positive
624,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
625,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
626,never stop fighting racial justice,Neutral
627,senseless killing ahmaud arbery national tragedy reflect want country speaking loud clear say,Positive
628,ding ding ding ding ding ding ding ding ding ding,Neutral
629,perspective righteous historic beautiful clarifying anger black woman,Negative
630,poor amp kid die make amp kid enjoy stupid amp thank end nothing promised cc,Negative
631,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
632,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
633,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
634,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
635,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
636,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
637,system broken listen,Negative
638,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
639,beautiful story emmett till life woman lied till assault never charged say name woman movement bts trailer drama series abc joshua moody via,Positive
640,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
641,police say go ig,Neutral
642,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
643,st reich failure nd reich failure rd reich failure th reich end failure ha ha remember history,Negative
644,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
645,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
646,breaking news racism uk black people sport music load black people working wow word ignorant fucking,Negative
647,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
648,bunch white guy truck breaking law stopping traffic protest black marching rioter,Negative
649,bunch white guy truck breaking law stopping traffic protest black marching rioter,Negative
650,bunch white guy truck breaking law stopping traffic protest black marching rioter,Negative
651,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
652,bunch white guy truck breaking law stopping traffic protest black marching rioter,Negative
653,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
654,bunch white guy truck breaking law stopping traffic protest black marching rioter,Negative
655,faith without work equal death visit website like subscribe share,Neutral
656,bunch white guy truck breaking law stopping traffic protest black marching rioter,Negative
657,faith without work equal death visit website like subscribe share,Neutral
658,bunch white guy truck breaking law stopping traffic protest black marching rioter,Negative
659,emmett till say name emmett louis till year old african american lynched mississippi accused offending white woman family grocery store,Positive
660,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
661,bunch white guy truck breaking law stopping traffic protest black marching rioter,Negative
662,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
663,world may understand mean say begin understand work music social medium love,Positive
664,black culture kill,Negative
665,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
666,funny looter rioter burning city riot,Positive
667,kevin mccarthy pushing conman america rep leader mcconnell penny know better give u better wait punish mccarthy,Positive
668,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
669,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
670,need examine internalized white supremacy done spread good word george floyd dumb protest,Positive
671,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
672,sankofa exchange ltd marketing amp diversity call amp professional service project management research amp,Positive
673,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
674,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
675,ask whatever,Neutral
676,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
677,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
678,today mark two year since ahmaud arbery chased shot jogging black murderer rightfully convicted ahmaud alive today would true justice name renew call,Positive
679,circa feb ahmaud arbery brutally murdered broad daylight two year ago praying justice exact spot killed thankfully killer convicted amp brought justice,Negative
680,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
681,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
682,scroll video article listen video warning people trudeau white supremacist trudeau dividing people us lie racism fight wise see,Positive
683,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
684,update critical race theory,Neutral
685,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
686,faith without work equal death visit like subscribe share,Neutral
687,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
688,agree tend agree racist pig get funded russian oligarch,Neutral
689,sun may omaha nebraska police mace shoot pepper bullet protester sitting ground watch,Neutral
690,repair damage country inflicted upon black people century demand reparation justice peace,Negative
691,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
692,repair damage country inflicted upon black people century demand reparation justice peace,Negative
693,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
694,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
695,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
696,police actively recruit white bully looking excuse escalate crack skull must end hope police dept get sued f cking stone age,Negative
697,thank sharing black history story celebrate,Negative
698,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
699,dear lord good wednesday morning thank much waking today know lord god need peace minute bed much hate heai barely breathe,Positive
700,jazz album time hope guy get listen music today favorite song tell u comment,Positive
701,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
702,interesting thread,Positive
703,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
704,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
705,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
706,scam,Neutral
707,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
708,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
709,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
710,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
711,never forget exist carceral system serf amp protects colonial white supremacist racist ableist violence founded,Neutral
712,truly sorry home new orleans witness public carnage poetic prophetic great debate happened black history month close mardi gras day,Positive
713,fellowship programme human right office,Positive
714,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
715,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
716,board council medical scheme incompetent disgraceful spirituality minister finance,Negative
717,hmmm include mlk speech amp civil right movement oh oh freedom oh oh freedom copyright idea freedom owned,Positive
718,matter via even tory mascot pm go origin,Neutral
719,solidarity amp loved one amp black indigenous brown asian racialized person disability facing white supremaciat ableist carceral system,Positive
720,referring speak,Neutral
721,three murderer motivated convicted hate crime somehow term deplorable even begin describe three killer better term republican prove wrong republican r killing american r racist,Negative
722,race based socialism,Neutral
723,particpant feedback following delivery performance amp workshop teenage work amp bradley green primary school last week telling story amp collective history,Positive
724,would middle school force child pledge race communist organisation seek abolish family,Neutral
725,two year ago today ahmaud arbery murdered three racist mf yesterday found guilty count federal hate crime arbery rip ahmaud arbery,Negative
726,asa philip randolph american labor unionist civil right activist,Positive
727,axing gonna lie even might better original said,Positive
728,found le likely receive compared white,Neutral
729,senseless killing ahmaud arbery national tragedy reflect want country speaking loud clear say,Positive
730,ding ding ding amp ding ding ding ding ding ding,Neutral
731,goal read short story every single day day false cognate ladee hubbard,Negative
732,hardest black history month people give flying fuck,Negative
733,happy able give kid beautiful gift learning stand face adversity,Positive
734,ahmaud arbery chased amp killed ga men convicted sentenced life prison conviction represent rebuke lawlessness vigilante violence white supremacy,Negative
735,joke,Neutral
736,arrest cop killed breonna taylor,Negative
737,repair damage country inflicted upon black people century demand reparation justice peace,Negative
738,burn loot murder gang supported paid destroy thing happened usa gang paid violence destruction caught held accountable charge treason,Negative
739,advocate shot jewish time bailed day coaching biden supreme court pick terrorist rioted amp looted yr,Neutral
740,wow hard believe surprised given name,Negative
741,nazi stuff nightmare freedom speech terrorism happened next door,Neutral
742,ezell ford,Neutral
743,kyle rittenhouse illegal firearm showed wanted shoot people believed racist anti propaganda let judge amp prosecutor shared pro cop sympathy,Negative
744,republican tweeting well least president bigoted homophobic racist rapist nazi ukraine thing going wonder actual iq trump voter sub racist fucking bigot,Negative
745,last night started watching docuseries heartbreaking hopeful time ultimately rallied behind called race fan behave like garbage,Negative
746,another case never see pure,Positive
747,never forget hashtags carceral system protecting amp serving colonial white supremacist racist ableist violence founded,Neutral
748,fri apr brooklyn center minnesota police shoot man impact munition watch,Negative
749,next week black bitch attacking another black person kindness ke mmao fotskk,Negative
750,solidarity amp loved one amp black indigenous brown asian racialized person disability facing white supremaciat ableist carceral system,Positive
751,change needed,Neutral
752,know bjp amp hindutva terrorist always support indonesia colonialism west papua cause say papuan including papua new guinea indianization indonesia,Positive
753,month sure celebrate black history hidden figure thegrio great article people know people like bayard rustin philip randolph architect march washington read pas,Positive
754,voting booth civics romance great reading,Positive
755,solidarity amp loved one amp black indigenous brown asian racialized person disability facing white supremaciat ableist carceral system,Positive
756,breaking news racist white men murdered found guilty federal hate crime trial,Negative
757,black folk jog work white area,Negative
758,ig darius kirk dee kay mr photogenictooreal sc king deekay cash app deekay always,Neutral
759,nothing oxymoron opposite eachother,Neutral
760,kanye west would bring charles manson george zimmerman try gaslight u people could,Neutral
761,faith without work equal death visit website like subscribe share,Neutral
762,mayoral candidate compare people voicing st ammendment right speaking truth white supremacist bigot really show much care youth matter little candidate voting candidate,Positive
763,ukraine matter black life matter,Negative
764,faith without work equal death visit website like subscribe share,Neutral
765,emantic ej fitzgerald bradford jr,Neutral
766,progress must relegate history book equal access ensure must priority,Neutral
767,frederick douglas would denounced propaganda,Negative
768,new music alert bell toll called new anthem make go viral,Positive
769,new music alert bell toll called new anthem make go viral,Positive
770,new music alert bell toll called new anthem make go viral,Positive
771,truth,Neutral
772,new music alert bell toll called new anthem make go viral,Positive
773,new music alert bell toll called new anthem make go viral,Positive
774,new music alert bell toll called new anthem make go viral,Positive
775,say name miguel espinal,Neutral
776,new music alert bell toll called new anthem make go viral,Positive
777,new music alert bell toll called new anthem make go viral,Positive
778,new music alert bell toll called new anthem make go viral,Positive
779,new music alert bell toll called new anthem make go viral,Positive
780,new music alert bell toll called new anthem make go viral,Positive
781,former congressman john lewis getting good trouble entering white area segregated bus station jackson mississippi celebrating excellence black history month,Positive
782,new music alert bell toll called new anthem make go viral,Positive
783,new music alert bell toll called new anthem make go viral,Positive
784,new music alert bell toll called new anthem make go viral,Positive
785,love letter black church dr lisa allen examines history worship black church america,Positive
786,new music alert bell toll called new anthem make go viral,Positive
787,new music alert bell toll called new anthem make go viral,Positive
788,truth,Neutral
789,solomon fuller major contribution medicine growing clinical knowledge alzheimer disease solomon carter fuller,Positive
790,drop handle follow everyone like retweets,Neutral
791,born crime story mischievous young boy grows restless young man struggle find world never supposed exist,Positive
792,video lecture overcoming one biggest obstacle unified africa european nation state model,Neutral
793,ding amp ding ding amp ding ding ding ding ding,Neutral
794,today pm birkbeck black student network launch join community dedicated providing support inspiration opportunity member,Negative
795,amp amp,Neutral
796,dr larry burrell chp alum deepest amp sincere thanks beautiful one made shine possible especially mentor dr nicole ennis connect w,Positive
797,please join brownstone poet sat pm featuring ameerah shabazz bilal robert gibbon noel figueroa via paypal zoom,Neutral
798,still waiting response g,Neutral
799,faith without work equal death visit website like subscribe share,Neutral
800,select white clothes wash first black clothes racism,Positive
801,humble opinion starmer find almost impossible lay glove johnson even near mortally wounded starmer posse savagery sheep,Negative
802,glad said thinking mr arbery distinguished citizen pj,Positive
803,oppressed rise wonderful thing often far reaching unexpected consequence struggle provided backdrop far better response crisis around ukraine u left many europe,Positive
804,chilling effect deep concern amp unease voiced impact new dfe guidance school could open classroom discussion especially dfe warning teaching,Negative
805,come people say stop talking blm sh like still happens,Neutral
806,officer matai washington c faith without work equal death visit website like subscribe share,Neutral
807,woman use title marriage make feel complete,Positive
808,black people treated like teachable moment white people,Negative
809,faith without work equal death visit website like subscribe share,Neutral
810,sat jul portland oregon protest struck repeatedly pepper sprayed watch,Neutral
811,dear decision call election mid summer strategically well reasoned,Neutral
812,faith without work equal death visit website like subscribe share,Neutral
813,wildly distorted headline border libelous reader must ask smear black public figure moment,Negative
814,faith without work equal death visit website like subscribe share,Neutral
815,yes posted earlier month,Neutral
816,honor consulate community raised flag today ran distance mile marking tragic death ahmaud arbery black man murdered cold blood three white men february,Negative
817,want understand state race america need know past particularly painful part,Negative
818,sean penn good man,Positive
819,black life,Negative
820,bp pension scandal zambia read,Neutral
821,follow link week sermon introduction rev dr chris wilson,Negative
822,seen stat said black male suicide rising faster racial group hit home,Negative
823,still waiting,Neutral
824,part important upon appeal race criminal received reduced sentence immediately freed time served justice,Neutral
825,stop pretending white supremacist like evil people outlier represent republican party democratic party cbs men convicted ahmaud arbery murder found guilty federal hate crime,Negative
826,black girl magic serena amp venus williams g,Positive
827,ding ding ding ding ding ding ding,Neutral
828,black leftist racist people planet abuse give white people black conservative daily social medium prof racist hide behind skin colour cover bigotry,Negative
829,justice,Neutral
830,rare albert einstein lecturing lincoln university pa felt education equal photo rarely published press want promote racial equality education,Positive
831,faith without work equal death visit website like subscribe share,Neutral
832,rhode island said greater threat rhode island nazism white supremacy communism ok,Positive
833,time,Neutral
834,every great dream begin dreamer always remember within strength patience passion reach star change world harriet tubman visit learn,Positive
835,ku klux klan never dy stop wearing sheet sheet cost much thurgood marshall february,Positive
836,see wrong inequality injustice speak country democracy make protect pas thurgood marshall,Negative
837,black organization need step game,Negative
838,repair damage country inflicted upon black people century demand reparation justice peace,Negative
839,patrick harmon,Neutral
840,messi ronaldo mean greatest time goat even muhammed alli sadly human made tweet fake automatic yet unlike black life matter automatic,Positive
841,see wrong inequality injustice speak country democracy make protect pas thurgood marshall,Negative
842,repair damage country inflicted upon black people century demand reparation justice peace,Negative
843,repair damage country inflicted upon black people century demand reparation justice peace,Negative
844,wednesday wise word,Positive
845,repair damage country inflicted upon black people century demand reparation justice peace,Negative
846,repair damage country inflicted upon black people century demand reparation justice peace,Negative
847,mon aug charlotte north carolina police pepper spray kettled protester watch carolina,Neutral
848,repair damage country inflicted upon black people century demand reparation justice peace,Negative
849,repair damage country inflicted upon black people century demand reparation justice peace,Negative
850,black life matter long sleeve shirt black life matter today every day,Negative
851,matter say,Neutral
852,believe accountable community,Neutral
853,morgan freeman school cnn lackey lemon,Neutral
854,repair damage country inflicted upon black people century demand reparation justice peace,Negative
855,brilliant divine inspiration morning jesus ministered sinner said need going start targeting marketing need critical thinking skill,Positive
856,snake seem captured hitting hard severally shield done blackman know outcome,Negative
857,gm read latest free post made observation use stepping point thinking process keep happy productive read,Positive
858,boy,Neutral
859,philando castile,Neutral
860,life never give simply another person throwing shade sjava made stronger stronger mentally physically word made pull together became different vision rest peace ricky,Neutral
861,rest peace,Neutral
862,repair damage country inflicted upon black people century demand reparation justice peace,Negative
863,tentatively planning minneapolis late may year anniversary george floyd murder going let voice heard consider joining u live area peace,Negative
864,repair damage country inflicted upon black people century demand reparation justice peace,Negative
865,repair damage country inflicted upon black people century demand reparation justice peace,Negative
866,sankofa exchange ltd marketing amp diversity call amp professional service project management research amp,Positive
867,saying black life matter simply message peace,Negative
868,muhammad ali nicknamed greatest american professional boxer activist entertainer poet philanthropist,Positive
869,ten people ten color contrast snapback cap,Neutral
870,ding ding ding ding ding ding,Neutral
871,speaker katie ryan chief staff co founder campaign zero leading voice olivier fillieule professor political sociology research director,Neutral
872,two thing never mess order drunk indian mad russian anything either one,Negative
873,mae jemison first black woman travel space best way make dream come true wake,Positive
874,thought politician wanted sport politics kept separate,Neutral
875,mae jemison first black woman travel space,Positive
876,mae jemison first black woman travel space,Positive
877,mae jemison first black woman travel space,Positive
878,mae jemison first black woman travel space,Positive
879,mae jemison first black woman travel space,Positive
880,mae jemison first black woman travel space,Positive
881,mae jemison first black woman travel space,Positive
882,lmao bio,Positive
883,wisconsin restaurant worker shot face twin sister hamburger source,Neutral
884,come house russian already backdoor southern border wide open,Negative
885,old jim crow live carnegie hall new york via,Positive
886,dont fw racist people,Neutral
887,fri may de moines iowa police repeatedly shoot tear gas crowd even crowd dispersed watch,Neutral
888,democracy spread end gun,Neutral
889,deployment could mean anywhere,Negative
890,hade ricky mara well done accomplishment made history,Neutral
891,russia federation council give consent deployment armed force via,Neutral
892,bonjour happy wednesday shall dance life would like die breathless spent end dance,Positive
893,get revised edition great african king queen ultimate guide african history get amazon,Positive
894,time,Neutral
895,watch right health amp rd reconstruction w new york via,Positive
896,great interview yeah love articulated person way explains make music image piano rally excellent human,Positive
897,ding ding amp ding ding ding,Neutral
898,justice ahmaud arberry,Neutral
899,sound like chicken come first egg actual evidence learnt european controlling narrative seen movement includes slave trade fact history,Positive
900,defund,Neutral
901,way narrative indoda ifela ngaphakathi bull society killing black nation expectation need protect,Negative
902,breonna taylor,Neutral
903,endorsing expected,Negative
904,sat may new york city new york police violently clear protester around squad car watch city citynew york,Positive
905,non parent complained statement amp someone board crap job covering agreed upon discussion w student deserve heard amp student spoke,Negative
906,affect stock,Neutral
907,black life matter tote bag black life matter today every day,Negative
908,restoration indeed step towards darkness cruelty perfidy despotism death wish danger bigotry jesuitism john adam thomas jefferson movin,Neutral
909,latest crypto news,Positive
910,danny ray thomas,Neutral
911,got hottest new shirt coming soon dm information,Positive
912,protest week day london,Neutral
913,curious served cease desist order still allowed fundraise end,Negative
914,elie mystal judge chu cried sympathy daunte wright killer front mother via disparity justice system frankly sickening,Negative
915,mentally ill murderous celebrity put life risk,Negative
916,sankofa exchange ltd marketing amp diversity call amp professional service project management research amp,Positive
917,ding ding ding ding,Neutral
918,one day squirrelling away million donation anything help black community corbyn ignoring invasion hawk actioned threat faux left finally unraveling,Negative
919,somebody tell everyone wack sue everyone billion dollar wrongful death genocide,Neutral
920,always got louder voice,Neutral
921,waiting anti black hate crime bill mean asian got one black people subject anti black hate white supremacist police citizen every race including asian ally,Negative
922,must learn live together brother perish together fool,Positive
923,one say stand say stand one say matter say r liberal,Neutral
924,simone bile olympic gold medalist criticized smiling,Neutral
925,somebody tell everyone wrong somebody tell everyone somebody tell everyone wrong somebody teach,Negative
926,lgbtq person black asian minority ethnic community join next bame lgbtq group zoom pm friday th february email community org uk link,Negative
927,defund,Neutral
928,observation eye storm,Neutral
929,presale live ico deadline april th ico price list price,Positive
930,omg put suit tie kyle rittenhouse cold blooded murderer innocent peaceful protestors,Positive
931,jimmy atchison,Neutral
932,photo taken sometime early see proof black men early th century class despite born poor black notice sagging pant ghetto like posturing strong black men ready earn keep,Negative
933,please pardon typo late working hard campaign one driven compassion love think world need,Negative
934,thank hope primary school project encourages meet trailblazing black footballer fascinating story k project collaboration supported,Positive
935,look say civil servant endorse much evidence uk need he busy moving money russian bank pay tax uk link russia extensive seems far right dictatorship waiting,Positive
936,chaeyoung said,Neutral
937,sun jul portland oregon police federal agent chase protester writing chalk watch,Neutral
938,american want learn black history seems fair,Positive
939,one reason wayne bend rhetoric,Neutral
940,yooo vote beto rourke governor texas also marijuana legalization state texas,Neutral
941,say senior endorse still awaiting first called showcase surely cannot continue dodging behind meaningless latin platitude,Negative
942,defund,Neutral
943,explain jacob suport equality amp fighting anit racism somehow political know jesus brown skin course suit victorian archaic narrative,Neutral
944,george floyd,Neutral
945,moog go religion civil servant use,Neutral
946,identity politics say try walking shoe day,Neutral
947,black life matter political talking black life matter black life matter despair god help u actually say woke surely help,Neutral
948,chynna tobias word brought another amazing black man bye babe,Positive
949,edenzberhe use platform,Neutral
950,peter spencer went hunting trip friend never came back,Neutral
951,un black life matter lleno de color para que veas liking,Negative
952,ding ding ding,Neutral
953,w e b du bois founding member naacp one foremost black intellectual era,Positive
954,diamond pearl via,Neutral
955,jamee johnson,Neutral
956,demonstration action,Positive
957,talk black excellence,Negative
958,repair damage country inflicted upon black people century demand reparation justice peace,Negative
959,wed jul denver colorado police use excessive force clear protester tent encampment watch,Negative
960,going south wale police infiltrated swansea point activist intimidated shut black amp brown tax money funding,Negative
961,rarely happens fascist kill people america justice served,Positive
962,civil servant ordinary people democracy support whenever want unless course advocating dictatorship like,Negative
963,run tomorrow ahmaud world live,Positive
964,racism never end always wash white clothes first wear white wedding black funeral someone bad called blacklist instead whitelist white car black tyre,Negative
965,repair damage country inflicted upon black people century demand reparation justice peace,Negative
966,know employee tim racist piece shit u know video going around speaks volume black person spending money whitewash establishment,Negative
967,seeing say god watching stay positive keep faith remain hopeful change destiny,Positive
968,awe homies chanting babylon tonight silent elected official steal resource community give police silent demand justice make,Neutral
969,repair damage country inflicted upon black people century demand reparation justice peace,Negative
970,hey er fact black people treated fairly police stupid trucker convoy probably say claim ultimately another snowflaky accept trump lost,Negative
971,god father jesus lord sky see happened news past help u put stop help u help others please support gofundme campaign send paypal,Negative
972,fact african went abroad th century forced go white came africa came willingly,Negative
973,african streaming platform tomorrow kindly share let push beauty history africa world kindly subscribe youtube channel,Positive
974,talk walter beano say senior civil servant support,Neutral
975,say name shamir terrel palmer,Neutral
976,ding ding,Neutral
977,skyrocketing crime want crime rising coincidentally cost good rising black folk fault white folk aggrieved despite total control finance,Positive
978,blm besides reportedly buying million dollar mansion via,Neutral
979,repair damage country inflicted upon black people century demand reparation justice peace,Negative
980,repair damage country inflicted upon black people century demand reparation justice peace,Negative
981,govt acting like bollywood celebs farmer likewise govt interested transgression china india stand,Positive
982,repair damage country inflicted upon black people century demand reparation justice peace,Negative
983,many good point white racist afraid history ban critical race theory without knowledge,Positive
984,repair damage country inflicted upon black people century demand reparation justice peace,Negative
985,repair damage country inflicted upon black people century demand reparation justice peace,Negative
986,thu jul louisville kentucky police fire peaceful protester watch,Positive
987,repair damage country inflicted upon black people century demand reparation justice peace,Negative
988,shared largely widely profoundly beautiful commercial caught guard watching episode,Positive
989,kind man could make anyone laugh matter time mental health crisis justice come idk people compare dog know killing instead injuring wrong,Positive
990,repair damage country inflicted upon black people century demand reparation justice peace,Negative
991,thought police nearly nothing hefty load assault weapon coutts took le minute shoot man calgary colour decides course action amp impact implies,Positive
992,hey peace everyone yeh rich breathe breathe,Positive
993,ariane mccree,Neutral
994,repair damage country inflicted upon black people century demand reparation justice peace,Negative
995,praise lord today verdict cannot bring back precious life send strong message racial hatred perpetrate crime heinous purpose,Positive
996,repair damage country inflicted upon black people century demand reparation justice peace,Negative
997,reason trans people ridiculed trans life matter skit like reinforces anti train sentiment,Neutral
998,repair damage country inflicted upon black people century demand reparation justice peace,Negative
999,really really really important come protest murder latjor tuel demand justice committed building anti racist city,Positive
1000,day usa start respecting granted right freedom speech amp press journalist assange stop prosecuting dare intervene foreign affair mind business racial hate shameful unresolved matter,Negative
1001,delivers statement trump impeachment via u capitol police death,Neutral
1002,arbery hunted shot three white men february men turned back walked away january white men convicted murder,Neutral
1003,ding,Neutral
1004,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1005,thank,Neutral
1006,overcome racial inequality must confront history,Neutral
1007,like rioting cop death,Neutral
1008,wearing black face tar baby ho hum,Negative
1009,,Neutral
1010,little day reached signature help u get million baby deserve human right protection sign amp share petition,Positive
1011,ok try understand,Positive
1012,educate kid take much turning pb watching new fannie lou hamer documentary dig bob moses photo blessed panel,Positive
1013,alright need sleep never go bed good night everyone hopping twitter night check modification soon,Positive
1014,,Neutral
1015,racist flight attendant leaving san juan one going crazy,Negative
1016,thu jun chicago illinois police seen without badge watch,Neutral
1017,sudanese man fatally shot calgary police criminal psychotic unaware action state psychosis man go shot,Negative
1018,difference,Neutral
1019,terrence sterling,Neutral
1020,spoiled reputation globally new world power,Positive
1021,holy crap racist corrupt moron wonder cabal corrupt racist moron,Negative
1022,black woman sincerely doubt race woman could brought fineness devilish fire w e b du bois,Positive
1023,ding ding ding amp ding ding ding ding ding ding ding ding ding,Neutral
1024,folx know kid black life always matter esp teacher matter marxist front old school justice page teach byeee,Negative
1025,reaction everything gonna white trailer discus blm among topic,Neutral
1026,word brought another amazing black man bye babe,Positive
1027,power globalization michael jackson see one michael jackson club many country,Positive
1028,defund,Neutral
1029,black history character spotlight day twenty two shelby watkins pink dino charge power ranger facebook link,Negative
1030,civilized society built colonial white supremacy ableist racist violence carceral system built protect,Positive
1031,popping say good night real quick fell asleep recliner wishing peaceful night sleep may guard goodnight,Positive
1032,l e love everything victory infinity,Positive
1033,eric harris,Neutral
1034,man real goat u black skin people stopped keep pushing campaign like salute lewis,Positive
1035,usual whataboutisms right wing extremist loon completely different city completely different situation whatever help sleep night,Positive
1036,thanks highlighting month must celebrate,Positive
1037,remember,Neutral
1038,saturday,Neutral
1039,unredacted israelite history revealed may peace unto brother shabazz unto posterity thank fighting u thank honouring father legacy,Neutral
1040,nazi tool instigating fascist america,Neutral
1041,air conditioner invented frederick jones black history american history,Negative
1042,sun nov new york city new york nypd officer arrest journalist sidewalk watch city citynew york,Positive
1043,idea history made tired giving amazon,Negative
1044,enlightened info prudent freeze trump asset stop money laundering,Neutral
1045,never proud watching race every weekend amp speaking mind amp thought everything big fan amp always thank everything,Negative
1046,crucial teach young history way progress move forward learn mistake past,Negative
1047,year old detroit boy shot multiple time face execution style alongside parent two teen arrested,Positive
1048,cahokia student walk class blm removed mural,Neutral
1049,want damion white seaview garden phase kingston jamaica need help international,Neutral
1050,goodnight nerd remember,Neutral
1051,yassin mohamed,Neutral
1052,please look black respect black community people royale high outfit like correct ok sure well known could u spread word please,Positive
1053,saw video black teen causing store property damage caption black life matter crime literally recorded decided one people crime type people melanin precursor yes,Negative
